id_user,mon,cnt_group,cnt_indiv,sum_group,sum_indiv,cnt_total,sum_total
1227,2023-06,0,1,0,1800,1,1800
1227,2023-07,0,2,0,3600,2,3600
1227,2023-10,0,3,0,5400,3,5400
1228,2023-01,7,3,5600,5400,10,11000
1228,2023-02,4,6,3200,10800,10,14000
1228,2023-03,8,2,6400,3600,10,10000
1228,2023-05,3,7,2400,11200,10,13600
1228,2023-06,5,5,4000,9000,10,13000
1228,2023-07,5,5,4000,9000,10,13000
1228,2023-08,8,2,6400,3600,10,10000
1228,2023-09,8,2,6400,3600,10,10000
1228,2023-10,8,2,6400,3600,10,10000
1228,2023-11,7,3,5600,5400,10,11000
1228,2023-12,8,2,6400,3600,10,10000
1229,2023-01,9,7,7200,12600,16,19800
1229,2023-02,9,7,7200,12600,16,19800
1229,2023-03,9,7,7200,12600,16,19800
1229,2023-04,12,4,9600,7200,16,16800
1229,2023-05,10,0,8000,0,10,8000
1229,2023-06,11,0,8800,0,11,8800
1229,2023-12,10,0,8000,0,10,8000
1230,2023-03,0,3,0,5400,3,5400
1230,2023-04,0,6,0,10800,6,10800
1230,2023-05,0,10,0,16000,10,16000
1230,2023-07,0,6,0,10800,6,10800
1231,2023-04,4,0,3200,0,4,3200
1231,2023-05,2,4,1600,6400,6,8000
1231,2023-06,5,0,4000,0,5,4000
1231,2023-07,4,0,3200,0,4,3200
1231,2023-08,6,0,4800,0,6,4800
1231,2023-10,5,0,4000,0,5,4000
1231,2023-12,7,0,5600,0,7,5600
1232,2023-06,13,5,10400,9000,18,19400
1232,2023-07,11,7,8800,12600,18,21400
1232,2023-08,13,5,10400,9000,18,19400
1232,2023-09,14,4,11200,7200,18,18400
1232,2023-10,13,5,11200,9000,18,20200
1232,2023-12,13,5,11200,9000,18,20200
1233,2023-01,8,6,6400,10800,14,17200
1233,2023-02,8,6,6400,10800,14,17200
1233,2023-03,8,6,7200,10800,14,18000
1233,2023-06,8,0,6400,0,8,6400
1233,2023-07,9,0,7200,0,9,7200
1233,2023-08,11,0,8800,0,11,8800
1233,2023-09,10,0,8000,0,10,8000
1233,2023-10,9,0,7200,0,9,7200
1233,2023-12,8,0,6400,0,8,6400
1234,2023-05,0,8,0,12800,8,12800
1234,2023-06,0,2,0,3600,2,3600
1234,2023-07,0,3,0,5400,3,5400
1235,2023-07,3,4,2400,7200,7,9600
1235,2023-08,2,4,1600,7200,6,8800
1235,2023-11,3,0,2400,0,3,2400
1235,2023-12,3,0,2400,0,3,2400
1236,2023-01,11,0,8800,0,11,8800
1236,2023-02,11,0,8800,0,11,8800
1236,2023-07,8,0,6400,0,8,6400
1236,2023-08,8,0,6400,0,8,6400
1236,2023-12,8,0,6400,0,8,6400
1237,2023-01,11,0,8800,0,11,8800
1237,2023-02,8,0,6400,0,8,6400
1237,2023-03,9,0,7200,0,9,7200
1237,2023-04,11,0,8800,0,11,8800
1237,2023-05,8,0,6400,0,8,6400
1237,2023-07,8,0,6400,0,8,6400
1237,2023-11,9,0,7200,0,9,7200
1237,2023-12,10,0,8000,0,10,8000
1238,2023-08,5,0,4000,0,5,4000
1238,2023-09,7,0,5600,0,7,5600
1239,2023-07,0,3,0,5400,3,5400
1239,2023-08,0,2,0,3600,2,3600
1239,2023-09,0,4,0,7200,4,7200
1239,2023-10,0,5,0,9000,5,9000
1239,2023-11,0,3,0,5400,3,5400
1239,2023-12,0,4,0,7200,4,7200
1240,2023-05,9,6,7200,9800,15,17000
1240,2023-06,14,2,11200,3600,16,14800
1240,2023-08,11,4,8800,7200,15,16000
1240,2023-09,9,6,7200,10800,15,18000
1240,2023-10,14,2,12000,3600,16,15600
1240,2023-11,10,6,8000,10800,16,18800
1240,2023-12,10,6,8000,10800,16,18800
1241,2023-09,0,6,0,10800,6,10800
1241,2023-10,0,5,0,9000,5,9000
1242,2023-03,3,1,2400,1800,4,4200
1242,2023-04,2,2,1600,3600,4,5200
1242,2023-05,2,0,1600,0,2,1600
1242,2023-06,4,0,3200,0,4,3200
1242,2023-07,4,0,3200,0,4,3200
1242,2023-08,4,0,3200,0,4,3200
1242,2023-09,3,0,2400,0,3,2400
1242,2023-10,4,0,3200,0,4,3200
1242,2023-11,4,0,3200,0,4,3200
1243,2023-05,0,4,0,6400,4,6400
1244,2023-01,8,0,6400,0,8,6400
1244,2023-02,7,1,5600,1800,8,7400
1244,2023-03,8,0,6400,0,8,6400
1244,2023-11,7,0,5600,0,7,5600
1244,2023-12,4,0,3200,0,4,3200
1245,2023-01,6,2,4800,3600,8,8400
1245,2023-02,7,1,5600,1800,8,7400
1245,2023-03,5,0,4800,0,5,4800
1247,2023-02,4,1,3200,1800,5,5000
1247,2023-03,3,2,2400,3600,5,6000
1247,2023-04,4,1,3200,1800,5,5000
1247,2023-05,4,1,4000,1600,5,5600
1247,2023-06,3,3,2400,5400,6,7800
1247,2023-07,2,3,1600,5400,5,7000
1247,2023-08,3,2,2400,3600,5,6000
1247,2023-09,3,2,2400,3600,5,6000
1247,2023-10,3,2,2400,3600,5,6000
1247,2023-11,3,1,2400,1800,4,4200
1247,2023-12,2,3,1600,5400,5,7000
1248,2023-01,8,2,6400,3600,10,10000
1248,2023-02,7,3,5600,5400,10,11000
1248,2023-03,6,4,4800,7200,10,12000
1248,2023-04,5,4,4800,7200,9,12000
1248,2023-05,0,10,0,16200,10,16200
1248,2023-06,4,0,3200,0,4,3200
1248,2023-07,4,0,3200,0,4,3200
1248,2023-08,6,0,4800,0,6,4800
1248,2023-09,7,0,5600,0,7,5600
1248,2023-10,5,0,4000,0,5,4000
1248,2023-11,7,0,5600,0,7,5600
1248,2023-12,5,0,4000,0,5,4000
1249,2023-04,8,0,6400,0,8,6400
1249,2023-11,7,0,5600,0,7,5600
1249,2023-12,5,0,4000,0,5,4000
1250,2023-02,5,3,4000,5400,8,9400
1250,2023-07,4,0,3200,0,4,3200
1250,2023-08,6,0,4800,0,6,4800
1250,2023-09,5,0,4000,0,5,4000
1250,2023-10,4,0,3200,0,4,3200
1250,2023-11,8,0,6400,0,8,6400
1250,2023-12,8,0,6400,0,8,6400
1251,2023-04,6,3,4800,5400,9,10200
1251,2023-05,6,5,4800,8000,11,12800
1251,2023-06,5,4,4000,7200,9,11200
1251,2023-07,4,4,3200,7200,8,10400
1251,2023-09,6,3,4800,5400,9,10200
1251,2023-10,5,4,4000,7200,9,11200
1251,2023-12,6,3,4800,5400,9,10200
1252,2023-02,3,0,2400,0,3,2400
1252,2023-03,2,0,1600,0,2,1600
1252,2023-04,6,0,4800,0,6,4800
1252,2023-05,2,2,1600,3200,4,4800
1252,2023-06,5,0,4000,0,5,4000
1252,2023-07,2,0,1600,0,2,1600
1252,2023-08,5,0,4000,0,5,4000
1252,2023-09,4,0,3200,0,4,3200
1252,2023-10,5,0,4000,0,5,4000
1253,2023-03,0,5,0,9000,5,9000
1253,2023-04,0,3,0,5400,3,5400
1253,2023-05,0,2,0,3200,2,3200
1254,2023-05,4,8,3200,12800,12,16000
1254,2023-06,9,3,7200,5400,12,12600
1254,2023-07,12,0,9600,0,12,9600
1254,2023-08,12,0,9600,0,12,9600
1254,2023-09,12,0,9600,0,12,9600
1254,2023-10,12,0,9600,0,12,9600
1254,2023-11,9,3,7200,5400,12,12600
1254,2023-12,11,1,8800,1800,12,10600
1255,2023-01,2,0,1600,0,2,1600
1255,2023-02,3,0,2400,0,3,2400
1255,2023-03,4,0,3200,0,4,3200
1255,2023-11,2,0,1600,0,2,1600
1255,2023-12,2,0,1600,0,2,1600
1256,2023-01,2,0,1600,0,2,1600
1256,2023-02,2,0,1600,0,2,1600
1256,2023-05,3,0,2400,0,3,2400
1256,2023-09,4,0,3200,0,4,3200
1256,2023-10,5,0,4000,0,5,4000
1256,2023-11,2,0,1600,0,2,1600
1256,2023-12,6,0,4800,0,6,4800
1257,2023-03,0,1,0,1800,1,1800
1257,2023-04,0,1,0,1800,1,1800
1257,2023-05,0,1,0,1800,1,1800
1258,2023-01,0,2,0,3600,2,3600
1258,2023-02,0,3,0,5400,3,5400
1258,2023-03,0,3,0,5400,3,5400
1259,2023-01,7,0,5600,0,7,5600
1259,2023-02,7,0,6400,0,7,6400
1259,2023-03,4,0,3200,0,4,3200
1259,2023-04,8,0,6400,0,8,6400
1259,2023-05,8,0,6400,0,8,6400
1259,2023-06,7,0,5600,0,7,5600
1259,2023-07,7,0,5600,0,7,5600
1259,2023-08,8,0,6400,0,8,6400
1259,2023-09,6,0,4800,0,6,4800
1259,2023-10,4,0,3200,0,4,3200
1259,2023-11,6,0,4800,0,6,4800
1259,2023-12,5,0,4000,0,5,4000
1260,2023-07,11,0,8800,0,11,8800
1260,2023-08,11,0,8800,0,11,8800
1260,2023-09,11,0,8800,0,11,8800
1260,2023-10,12,0,9600,0,12,9600
1260,2023-11,12,0,9600,0,12,9600
1261,2023-01,0,2,0,3600,2,3600
1261,2023-04,0,1,0,1800,1,1800
1262,2023-05,0,6,0,9600,6,9600
1262,2023-08,0,6,0,10800,6,10800
1262,2023-09,0,3,0,5400,3,5400
1262,2023-12,0,6,0,10800,6,10800
1264,2023-01,4,0,3200,0,4,3200
1264,2023-02,3,0,2400,0,3,2400
1264,2023-03,2,0,1600,0,2,1600
1264,2023-04,3,0,2400,0,3,2400
1264,2023-05,2,1,1600,1600,3,3200
1264,2023-10,2,0,1600,0,2,1600
1264,2023-11,2,0,1600,0,2,1600
1264,2023-12,2,0,1600,0,2,1600
1265,2023-06,4,8,3200,14400,12,17600
1265,2023-07,4,8,3200,14400,12,17600
1265,2023-08,6,0,4800,0,6,4800
1265,2023-10,4,0,3200,0,4,3200
1265,2023-11,5,0,4000,0,5,4000
1266,2023-01,11,5,8800,9000,16,17800
1266,2023-02,9,7,7200,12600,16,19800
1266,2023-03,8,8,6400,14400,16,20800
1266,2023-04,9,7,7200,12600,16,19800
1266,2023-05,12,3,9600,4800,15,14400
1266,2023-07,8,8,6400,14400,16,20800
1266,2023-08,10,6,8000,10800,16,18800
1266,2023-11,12,4,9600,7200,16,16800
1267,2023-01,0,1,0,1800,1,1800
1267,2023-02,0,2,0,3600,2,3600
1267,2023-03,0,1,0,1800,1,1800
1267,2023-07,0,4,0,7200,4,7200
1267,2023-09,0,4,0,7200,4,7200
1267,2023-10,0,1,0,1800,1,1800
1267,2023-11,0,4,0,7200,4,7200
1268,2023-01,8,0,6400,0,8,6400
1268,2023-02,7,0,5600,0,7,5600
1268,2023-03,6,0,4800,0,6,4800
1268,2023-04,5,0,4000,0,5,4000
1268,2023-05,3,5,2400,8000,8,10400
1269,2023-01,0,8,0,14400,8,14400
1269,2023-04,0,7,0,12600,7,12600
1269,2023-05,0,9,0,14400,9,14400
1269,2023-06,0,7,0,12600,7,12600
1269,2023-07,0,7,0,12600,7,12600
1269,2023-08,0,6,0,10800,6,10800
1269,2023-09,0,7,0,12600,7,12600
1269,2023-10,0,5,0,9000,5,9000
1270,2023-01,6,0,4800,0,6,4800
1270,2023-02,6,0,5600,0,6,5600
1270,2023-05,8,0,6400,0,8,6400
1270,2023-06,5,0,4000,0,5,4000
1270,2023-07,7,0,5600,0,7,5600
1270,2023-08,8,0,6400,0,8,6400
1271,2023-02,0,4,0,7200,4,7200
1272,2023-10,7,0,5600,0,7,5600
1272,2023-11,6,0,4800,0,6,4800
1272,2023-12,4,0,3200,0,4,3200
1274,2023-04,0,3,0,5400,3,5400
1274,2023-05,0,2,0,3200,2,3200
1274,2023-10,0,1,0,1800,1,1800
1274,2023-11,0,4,0,7200,4,7200
1274,2023-12,0,1,0,1800,1,1800
1275,2023-04,0,1,0,1800,1,1800
1275,2023-05,0,5,0,8000,5,8000
1275,2023-08,0,3,0,5400,3,5400
1275,2023-09,0,1,0,1800,1,1800
1275,2023-10,0,3,0,5400,3,5400
1276,2023-01,12,1,9600,1800,13,11400
1276,2023-02,12,2,9600,3600,14,13200
1276,2023-03,11,0,8800,0,11,8800
1276,2023-08,12,0,9600,0,12,9600
1276,2023-09,8,0,6400,0,8,6400
1276,2023-10,11,0,8800,0,11,8800
1276,2023-11,9,0,7200,0,9,7200
1276,2023-12,8,0,6400,0,8,6400
1277,2023-01,6,0,4800,0,6,4800
1277,2023-02,6,0,4800,0,6,4800
1277,2023-03,6,0,4800,0,6,4800
1277,2023-04,7,0,5600,0,7,5600
1277,2023-05,5,0,4800,0,5,4800
1277,2023-06,6,0,4800,0,6,4800
1277,2023-07,4,0,3200,0,4,3200
1277,2023-08,5,0,4000,0,5,4000
1277,2023-11,8,0,6400,0,8,6400
1278,2023-01,0,1,0,1800,1,1800
1278,2023-02,0,3,0,5400,3,5400
1278,2023-03,0,3,0,5400,3,5400
1278,2023-04,0,1,0,1800,1,1800
1278,2023-05,0,3,0,4800,3,4800
1278,2023-06,0,1,0,1800,1,1800
1278,2023-07,0,3,0,5400,3,5400
1278,2023-10,0,2,0,3600,2,3600
1279,2023-04,8,0,6400,0,8,6400
1279,2023-05,9,0,7200,0,9,7200
1279,2023-06,9,0,7200,0,9,7200
1279,2023-07,8,0,6400,0,8,6400
1279,2023-08,11,0,8800,0,11,8800
1280,2023-04,2,0,1600,0,2,1600
1280,2023-05,0,3,0,4800,3,4800
1280,2023-06,4,0,3200,0,4,3200
1280,2023-08,3,0,2400,0,3,2400
1280,2023-09,2,0,1600,0,2,1600
1280,2023-10,3,0,2400,0,3,2400
1280,2023-11,4,0,3200,0,4,3200
1280,2023-12,4,0,3200,0,4,3200
1281,2023-07,0,1,0,1800,1,1800
1281,2023-08,0,1,0,1800,1,1800
1281,2023-10,0,1,0,1800,1,1800
1281,2023-12,0,1,0,1800,1,1800
1282,2023-02,7,0,5600,0,7,5600
1282,2023-03,7,0,5600,0,7,5600
1282,2023-04,8,0,6400,0,8,6400
1282,2023-05,4,7,3200,11200,11,14400
1282,2023-06,4,0,3200,0,4,3200
1282,2023-07,7,0,5600,0,7,5600
1282,2023-08,7,0,5600,0,7,5600
1282,2023-09,4,0,4000,0,4,4000
1282,2023-10,7,0,5600,0,7,5600
1282,2023-12,7,0,5600,0,7,5600
1284,2023-01,4,4,3200,7200,8,10400
1284,2023-02,4,4,3200,7200,8,10400
1284,2023-03,7,0,5600,0,7,5600
1284,2023-04,6,0,4800,0,6,4800
1284,2023-06,7,0,5600,0,7,5600
1284,2023-07,8,0,6400,0,8,6400
1284,2023-08,5,0,4000,0,5,4000
1284,2023-09,8,0,6400,0,8,6400
1284,2023-12,5,0,4000,0,5,4000
1285,2023-11,8,0,6400,0,8,6400
1285,2023-12,5,0,4000,0,5,4000
1286,2023-03,11,5,9600,9000,16,18600
1286,2023-04,10,6,8800,10800,16,19600
1286,2023-05,8,8,6400,12800,16,19200
1286,2023-06,8,0,6400,0,8,6400
1286,2023-07,11,0,8800,0,11,8800
1286,2023-08,11,0,8800,0,11,8800
1286,2023-09,10,0,8000,0,10,8000
1286,2023-11,10,0,8000,0,10,8000
1286,2023-12,12,0,9600,0,12,9600
1287,2023-01,0,1,0,1800,1,1800
1287,2023-02,0,1,0,1800,1,1800
1287,2023-03,0,2,0,3600,2,3600
1287,2023-04,0,4,0,7200,4,7200
1287,2023-05,0,3,0,4800,3,4800
1287,2023-07,0,3,0,5400,3,5400
1287,2023-08,0,1,0,1800,1,1800
1287,2023-09,0,2,0,3600,2,3600
1287,2023-11,0,1,0,1800,1,1800
1288,2023-03,6,0,4800,0,6,4800
1288,2023-04,7,0,5600,0,7,5600
1288,2023-05,4,0,3200,0,4,3200
1288,2023-06,7,0,5600,0,7,5600
1288,2023-12,6,0,4800,0,6,4800
1289,2023-01,0,4,0,7200,4,7200
1289,2023-02,0,2,0,3600,2,3600
1289,2023-09,0,3,0,5400,3,5400
1289,2023-10,0,3,0,5400,3,5400
1289,2023-11,0,4,0,7200,4,7200
1290,2023-01,11,5,8800,9000,16,17800
1290,2023-02,8,8,6400,14400,16,20800
1290,2023-07,11,0,8800,0,11,8800
1290,2023-08,10,0,8000,0,10,8000
1290,2023-10,10,0,8000,0,10,8000
1290,2023-11,9,0,7200,0,9,7200
1290,2023-12,11,0,8800,0,11,8800
1291,2023-07,4,0,3200,0,4,3200
1291,2023-10,7,0,5600,0,7,5600
1291,2023-11,4,0,3200,0,4,3200
1291,2023-12,5,0,4000,0,5,4000
1292,2023-01,6,2,4800,3600,8,8400
1292,2023-08,7,0,5600,0,7,5600
1292,2023-10,6,0,4800,0,6,4800
1292,2023-11,7,0,5600,0,7,5600
1292,2023-12,6,0,4800,0,6,4800
1293,2023-01,4,1,3200,1800,5,5000
1293,2023-02,2,3,1600,5400,5,7000
1293,2023-05,3,0,2400,0,3,2400
1293,2023-06,2,0,1600,0,2,1600
1293,2023-07,3,0,2400,0,3,2400
1293,2023-10,4,0,3200,0,4,3200
1293,2023-11,4,0,3200,0,4,3200
1294,2023-08,7,0,5600,0,7,5600
1294,2023-09,8,0,6400,0,8,6400
1294,2023-10,6,0,4800,0,6,4800
1294,2023-11,6,0,4800,0,6,4800
1294,2023-12,5,0,4000,0,5,4000
1295,2023-01,4,0,3200,0,4,3200
1295,2023-02,5,0,4000,0,5,4000
1295,2023-03,8,0,6400,0,8,6400
1295,2023-09,6,0,4800,0,6,4800
1295,2023-10,4,0,3200,0,4,3200
1295,2023-12,7,0,5600,0,7,5600
1296,2023-03,0,3,0,5400,3,5400
1296,2023-04,0,1,0,1800,1,1800
1297,2023-01,4,0,3200,0,4,3200
1297,2023-02,8,0,6400,0,8,6400
1297,2023-03,6,0,4800,0,6,4800
1297,2023-04,6,0,4800,0,6,4800
1297,2023-05,4,0,3200,0,4,3200
1297,2023-06,8,0,7200,0,8,7200
1297,2023-07,5,0,4000,0,5,4000
1297,2023-08,8,0,6400,0,8,6400
1297,2023-09,6,0,5600,0,6,5600
1297,2023-10,7,0,5600,0,7,5600
1297,2023-11,4,0,3200,0,4,3200
1297,2023-12,4,0,3200,0,4,3200
1298,2023-07,0,2,0,3600,2,3600
1298,2023-08,0,4,0,7200,4,7200
1298,2023-09,0,2,0,3600,2,3600
1298,2023-10,0,4,0,7200,4,7200
1298,2023-11,0,3,0,5400,3,5400
1298,2023-12,0,4,0,7200,4,7200
1299,2023-02,0,2,0,3600,2,3600
1299,2023-03,0,2,0,3600,2,3600
1300,2023-02,0,1,0,1800,1,1800
1300,2023-03,0,1,0,1800,1,1800
1300,2023-11,0,1,0,1800,1,1800
1300,2023-12,0,3,0,5400,3,5400
1301,2023-05,6,4,4800,6600,10,11400
1301,2023-07,8,0,6400,0,8,6400
1301,2023-08,9,0,7200,0,9,7200
1301,2023-09,9,0,7200,0,9,7200
1301,2023-10,8,0,6400,0,8,6400
1302,2023-06,4,0,3200,0,4,3200
1302,2023-07,1,2,800,3600,3,4400
1302,2023-08,3,1,2400,1800,4,4200
1302,2023-09,2,2,1600,3600,4,5200
1302,2023-10,4,0,3200,0,4,3200
1303,2023-03,7,1,5600,1800,8,7400
1303,2023-04,6,2,4800,3600,8,8400
1303,2023-05,6,2,5600,3200,8,8800
1303,2023-06,5,0,4000,0,5,4000
1303,2023-07,6,0,4800,0,6,4800
1303,2023-08,8,0,6400,0,8,6400
1303,2023-09,8,0,6400,0,8,6400
1303,2023-10,4,0,3200,0,4,3200
1303,2023-11,5,0,4000,0,5,4000
1303,2023-12,6,0,4800,0,6,4800
1304,2023-10,0,3,0,5400,3,5400
1305,2023-01,8,0,6400,0,8,6400
1305,2023-10,7,0,5600,0,7,5600
1305,2023-11,7,0,6400,0,7,6400
1305,2023-12,8,0,6400,0,8,6400
1306,2023-02,2,3,1600,5400,5,7000
1306,2023-03,3,3,2400,5400,6,7800
1306,2023-04,3,4,2400,7200,7,9600
1306,2023-05,3,4,2400,6400,7,8800
1306,2023-06,2,4,1600,7200,6,8800
1306,2023-07,3,4,2400,7200,7,9600
1307,2023-02,12,6,9600,10800,18,20400
1307,2023-06,12,4,9600,7200,16,16800
1307,2023-07,13,5,11200,9000,18,20200
1307,2023-08,11,7,8800,12600,18,21400
1307,2023-12,12,6,9600,10800,18,20400
1308,2023-01,6,2,4800,3600,8,8400
1308,2023-02,5,3,4000,5400,8,9400
1308,2023-03,5,2,4000,3600,7,7600
1308,2023-04,7,1,5600,1800,8,7400
1308,2023-05,0,9,0,14400,9,14400
1308,2023-06,7,1,5600,1800,8,7400
1308,2023-07,8,0,6400,0,8,6400
1308,2023-09,7,1,5600,1800,8,7400
1308,2023-10,5,3,4000,5400,8,9400
1308,2023-11,5,3,4000,5400,8,9400
1309,2023-01,8,8,6400,14400,16,20800
1310,2023-12,9,0,7200,0,9,7200
1311,2023-07,5,7,4000,12600,12,16600
1311,2023-08,5,7,4000,12600,12,16600
1311,2023-09,5,0,4000,0,5,4000
1311,2023-10,7,0,5600,0,7,5600
1311,2023-11,5,0,4000,0,5,4000
1312,2023-05,10,4,8800,6400,14,15200
1312,2023-06,8,6,6400,10800,14,17200
1312,2023-10,11,3,8800,5400,14,14200
1312,2023-11,10,3,8000,5400,13,13400
1312,2023-12,12,2,9600,3600,14,13200
1313,2023-01,8,2,6400,3600,10,10000
1313,2023-07,6,4,4800,7200,10,12000
1313,2023-10,8,2,7200,3600,10,10800
1314,2023-10,4,0,3200,0,4,3200
1314,2023-11,2,0,1600,0,2,1600
1314,2023-12,3,0,2400,0,3,2400
1315,2023-05,3,3,2400,4800,6,7200
1315,2023-06,5,0,4000,0,5,4000
1315,2023-09,5,0,4000,0,5,4000
1315,2023-10,5,0,4000,0,5,4000
1316,2023-10,0,2,0,3600,2,3600
1317,2023-01,0,2,0,3600,2,3600
1317,2023-06,0,1,0,1800,1,1800
1317,2023-07,0,4,0,7200,4,7200
1317,2023-08,0,1,0,1800,1,1800
1317,2023-09,0,3,0,5400,3,5400
1317,2023-10,0,1,0,1800,1,1800
1317,2023-11,0,3,0,5400,3,5400
1318,2023-06,0,2,0,3600,2,3600
1318,2023-07,0,2,0,3600,2,3600
1318,2023-10,0,1,0,1800,1,1800
1318,2023-11,0,4,0,7200,4,7200
1318,2023-12,0,1,0,1800,1,1800
1319,2023-05,4,0,3200,0,4,3200
1319,2023-11,5,0,4000,0,5,4000
1319,2023-12,7,0,5600,0,7,5600
1320,2023-03,4,0,3200,0,4,3200
1320,2023-04,2,0,1600,0,2,1600
1320,2023-05,3,0,2400,0,3,2400
1320,2023-12,4,0,3200,0,4,3200
1321,2023-01,6,0,4800,0,6,4800
1321,2023-04,5,0,4000,0,5,4000
1321,2023-10,7,0,5600,0,7,5600
1322,2023-01,8,0,6400,0,8,6400
1322,2023-02,8,0,6400,0,8,6400
1322,2023-03,6,0,4800,0,6,4800
1322,2023-04,6,0,4800,0,6,4800
1322,2023-05,6,0,4800,0,6,4800
1322,2023-06,8,0,7200,0,8,7200
1322,2023-07,7,0,5600,0,7,5600
1322,2023-08,7,0,5600,0,7,5600
1322,2023-09,6,0,4800,0,6,4800
1322,2023-10,6,0,4800,0,6,4800
1322,2023-11,7,0,5600,0,7,5600
1323,2023-01,8,0,6400,0,8,6400
1323,2023-02,9,0,7200,0,9,7200
1323,2023-06,10,0,8800,0,10,8800
1323,2023-07,9,0,7200,0,9,7200
1323,2023-08,9,0,7200,0,9,7200
1323,2023-09,10,0,8000,0,10,8000
1323,2023-10,11,0,8800,0,11,8800
1323,2023-11,9,0,7200,0,9,7200
1323,2023-12,8,0,6400,0,8,6400
1324,2023-01,0,1,0,1800,1,1800
1324,2023-02,0,1,0,1800,1,1800
1326,2023-02,0,1,0,1800,1,1800
1326,2023-03,0,1,0,1800,1,1800
1326,2023-05,0,7,0,11400,7,11400
1326,2023-06,0,2,0,3600,2,3600
1326,2023-07,0,1,0,1800,1,1800
1326,2023-12,0,3,0,5400,3,5400
1327,2023-01,11,1,8800,1800,12,10600
1327,2023-09,10,2,8000,3600,12,11600
1327,2023-10,10,2,8000,3600,12,11600
1327,2023-11,8,4,6400,7200,12,13600
1327,2023-12,12,0,9600,0,12,9600
1328,2023-02,5,0,4000,0,5,4000
1328,2023-03,8,0,6400,0,8,6400
1328,2023-04,5,0,4000,0,5,4000
1328,2023-05,5,0,4000,0,5,4000
1328,2023-06,8,0,6400,0,8,6400
1328,2023-07,8,0,6400,0,8,6400
1328,2023-08,4,0,3200,0,4,3200
1328,2023-09,6,0,4800,0,6,4800
1328,2023-10,6,0,4800,0,6,4800
1328,2023-11,8,0,6400,0,8,6400
1328,2023-12,5,0,4000,0,5,4000
1329,2023-07,0,6,0,10800,6,10800
1329,2023-12,0,4,0,7200,4,7200
1330,2023-01,11,0,8800,0,11,8800
1330,2023-02,8,0,6400,0,8,6400
1330,2023-03,8,0,6400,0,8,6400
1330,2023-06,10,0,8000,0,10,8000
1330,2023-09,9,0,7200,0,9,7200
1330,2023-10,9,0,7200,0,9,7200
1331,2023-01,6,2,4800,3600,8,8400
1331,2023-02,8,0,6400,0,8,6400
1331,2023-05,6,0,4800,0,6,4800
1331,2023-06,4,0,3200,0,4,3200
1331,2023-10,5,0,4000,0,5,4000
1331,2023-12,7,0,5600,0,7,5600
1332,2023-01,8,0,6400,0,8,6400
1332,2023-04,12,0,9600,0,12,9600
1332,2023-05,1,9,800,14400,10,15200
1332,2023-06,10,0,8000,0,10,8000
1332,2023-07,11,0,8800,0,11,8800
1333,2023-01,0,6,0,10800,6,10800
1333,2023-02,0,5,0,9000,5,9000
1333,2023-03,0,8,0,14400,8,14400
1334,2023-03,2,8,1600,14400,10,16000
1334,2023-07,5,5,4000,9000,10,13000
1334,2023-08,3,7,2400,12600,10,15000
1334,2023-11,1,8,800,14400,9,15200
1335,2023-02,0,3,0,5400,3,5400
1335,2023-03,0,1,0,1800,1,1800
1336,2023-04,4,0,3200,0,4,3200
1336,2023-07,6,0,4800,0,6,4800
1337,2023-01,13,3,10400,5400,16,15800
1337,2023-02,13,3,10400,5400,16,15800
1337,2023-03,13,0,10400,0,13,10400
1337,2023-06,9,0,7200,0,9,7200
1337,2023-07,13,0,10400,0,13,10400
1337,2023-08,12,0,9600,0,12,9600
1337,2023-11,14,0,11200,0,14,11200
1338,2023-07,4,0,3200,0,4,3200
1338,2023-08,4,0,3200,0,4,3200
1338,2023-09,6,0,4800,0,6,4800
1338,2023-10,7,0,5600,0,7,5600
1338,2023-11,8,0,6400,0,8,6400
1339,2023-03,0,4,0,7200,4,7200
1339,2023-04,0,3,0,5400,3,5400
1339,2023-05,0,6,0,9600,6,9600
1339,2023-06,0,6,0,10800,6,10800
1339,2023-07,0,5,0,9000,5,9000
1339,2023-08,0,2,0,3600,2,3600
1339,2023-09,0,5,0,9000,5,9000
1339,2023-10,0,3,0,5400,3,5400
1340,2023-08,11,0,8800,0,11,8800
1340,2023-09,11,0,8800,0,11,8800
1340,2023-10,9,0,7200,0,9,7200
1340,2023-11,10,0,8000,0,10,8000
1340,2023-12,12,0,9600,0,12,9600
1341,2023-02,10,0,8000,0,10,8000
1341,2023-03,10,0,8000,0,10,8000
1341,2023-04,13,0,10400,0,13,10400
1341,2023-05,12,0,9600,0,12,9600
1341,2023-06,13,0,10400,0,13,10400
1341,2023-07,11,0,8800,0,11,8800
1341,2023-08,13,0,10400,0,13,10400
1341,2023-09,13,0,10400,0,13,10400
1341,2023-10,12,0,9600,0,12,9600
1342,2023-11,0,2,0,3600,2,3600
1342,2023-12,0,3,0,5400,3,5400
1343,2023-11,11,3,8800,5400,14,14200
1343,2023-12,10,3,8000,5400,13,13400
1344,2023-05,0,6,0,9600,6,9600
1344,2023-06,0,2,0,3600,2,3600
1344,2023-07,0,6,0,10800,6,10800
1344,2023-09,0,3,0,5400,3,5400
1344,2023-12,0,2,0,3600,2,3600
1345,2023-07,7,0,5600,0,7,5600
1345,2023-08,7,0,5600,0,7,5600
1345,2023-09,7,0,5600,0,7,5600
1345,2023-10,8,0,6400,0,8,6400
